MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,VesselType,Length,Draft,Status
210875340,2026-08-26 16:10:00,26.72082,51.43602,15.5,132.9,133.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 16:20:00,26.69154,51.47152,16.3,132.5,132.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 16:30:00,26.66077,51.50882,16.1,131.4,132.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 16:40:00,26.63041,51.54562,15.8,132.6,135.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 16:50:00,26.60066,51.58166,16.1,132.0,133.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 17:00:00,26.57044,51.61827,16.3,131.9,133.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 17:10:00,26.53978,51.6554,15.9,132.6,128.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 17:20:00,26.5099,51.69157,16.3,131.9,136.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 17:30:00,26.47928,51.72864,15.8,132.1,136.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 17:40:00,26.44961,51.76454,16.2,132.9,135.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 17:50:00,26.41918,51.80135,15.8,132.7,131.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 18:00:00,26.38936,51.83742,16.1,132.0,137.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 18:10:00,26.35897,51.87416,15.8,132.7,135.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 18:20:00,26.32916,51.91019,15.9,132.4,133.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 18:30:00,26.29918,51.94642,16.1,132.0,132.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 18:40:00,26.2688,51.98312,15.9,133.6,132.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 18:50:00,26.23884,52.01932,16.4,132.5,132.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 19:00:00,26.20802,52.05652,15.9,131.4,130.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 19:10:00,26.17814,52.09259,15.8,133.8,133.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 19:20:00,26.14843,52.12845,15.8,133.9,137.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 19:30:00,26.1187,52.16433,16.2,131.9,131.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 19:40:00,26.14924,52.12746,16.4,312.9,312.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 19:50:00,26.18005,52.09025,16.1,313.7,311.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 20:00:00,26.21034,52.05367,16.0,313.6,309.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 20:10:00,26.24039,52.01735,15.9,311.6,310.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 20:50:00,26.36001,51.87273,15.7,312.8,309.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 21:00:00,26.38966,51.83686,16.0,313.8,312.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 21:10:00,26.41982,51.80037,15.9,313.1,307.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 21:20:00,26.44967,51.76424,16.0,315.8,312.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 21:30:00,26.47988,51.72767,15.9,313.4,318.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 21:40:00,26.50977,51.69146,16.2,310.5,314.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 21:50:00,26.54018,51.65462,16.6,313.3,309.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 22:00:00,26.57135,51.61686,16.0,311.4,316.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 22:10:00,26.60143,51.5804,15.7,312.8,310.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 22:20:00,26.63093,51.54463,15.8,314.2,313.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 22:30:00,26.66063,51.50862,15.8,311.6,307.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 22:40:00,26.69032,51.47261,15.6,312.8,316.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 22:50:00,26.71968,51.43699,15.8,314.3,311.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 23:00:00,26.74937,51.40096,15.9,311.6,316.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 23:10:00,26.77921,51.36473,16.4,310.9,312.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 23:20:00,26.81015,51.32717,16.2,311.3,314.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 23:30:00,26.8407,51.29006,16.2,312.8,314.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 23:40:00,26.87122,51.25298,16.4,314.7,313.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-26 23:50:00,26.902,51.21557,15.8,311.8,316.0,MS SAGAR,passenger,78.2,4.5,0
210875340,2026-08-27 00:00:00,26.9317,51.17947,15.6,312.5,313.0,MS SAGAR,passenger,78.2,4.5,0
251765553,2026-08-26 08:00:00,26.69595,52.14359,11.0,249.1,247.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 08:10:00,26.68618,52.11121,11.0,251.2,250.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 08:20:00,26.6764,52.07884,11.0,251.0,248.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 08:30:00,26.66661,52.04647,11.0,251.9,253.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 08:40:00,26.65681,52.01411,11.0,251.1,254.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 08:50:00,26.64701,51.98175,11.0,251.5,248.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 09:00:00,26.6372,51.9494,11.0,251.4,248.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 09:10:00,26.62738,51.91705,11.0,251.9,251.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 09:20:00,26.61756,51.88471,11.0,250.9,249.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 09:30:00,26.60773,51.85238,11.0,252.3,251.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 09:40:00,26.59789,51.82005,11.0,250.6,250.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 09:50:00,26.58804,51.78773,11.0,251.6,252.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 10:00:00,26.57819,51.75541,11.0,251.5,252.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 10:10:00,26.56833,51.7231,11.0,253.2,250.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 10:20:00,26.55846,51.69079,11.0,250.5,249.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 10:30:00,26.54858,51.65849,11.0,251.7,254.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 10:40:00,26.5387,51.62619,11.0,250.9,249.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 10:50:00,26.52881,51.5939,11.0,250.2,253.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 11:00:00,26.51891,51.56162,3.5,251.8,253.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 11:10:00,26.51576,51.55135,3.5,250.4,252.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 11:20:00,26.51261,51.54108,3.5,251.2,252.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 11:30:00,26.50946,51.53081,3.5,251.9,252.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 13:00:00,26.48107,51.4384,3.5,251.7,251.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 13:10:00,26.47791,51.42813,3.5,251.3,253.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 13:20:00,26.47476,51.41787,3.5,249.6,250.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 13:30:00,26.4716,51.4076,14.0,305.6,304.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 13:40:00,26.49447,51.37249,14.0,305.8,311.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 13:50:00,26.51734,51.33738,14.0,305.2,309.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 14:00:00,26.54021,51.30226,14.0,304.4,305.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 14:10:00,26.56307,51.26713,14.0,306.2,308.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 14:20:00,26.58594,51.232,14.0,306.8,308.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 14:30:00,26.60881,51.19686,14.0,305.7,305.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 14:40:00,26.63168,51.16171,14.0,306.9,305.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 14:50:00,26.65454,51.12655,14.0,304.8,303.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 15:00:00,26.67741,51.09139,14.0,305.1,308.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 15:10:00,26.70028,51.05622,14.0,306.2,308.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 15:20:00,26.72315,51.02104,14.0,305.6,307.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 15:30:00,26.74601,50.98586,14.0,306.7,305.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 15:40:00,26.76888,50.95067,14.0,306.5,304.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 15:50:00,26.79175,50.91547,14.0,305.7,305.0,MT KAVERI,tanker,177.1,13.2,0
251765553,2026-08-26 16:00:00,26.81461,50.88026,14.0,304.9,308.0,MT KAVERI,tanker,177.1,13.2,0
254653321,2026-08-26 00:00:00,26.47149,52.45279,0.0,258.4,258.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 00:10:00,26.47149,52.45279,0.0,258.1,255.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 00:20:00,26.47149,52.45279,0.0,258.3,260.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 00:30:00,26.47149,52.45279,0.2,258.7,252.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 00:40:00,26.47135,52.45209,0.0,260.1,255.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 00:50:00,26.47135,52.45209,0.3,257.4,258.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 01:00:00,26.47121,52.45132,0.0,258.7,259.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 01:10:00,26.47121,52.45132,0.0,257.1,259.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 01:20:00,26.47121,52.45132,0.0,258.6,266.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 01:30:00,26.47121,52.45132,0.4,258.8,258.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 01:40:00,26.47096,52.44999,0.0,256.8,262.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 01:50:00,26.47096,52.44999,0.0,257.4,258.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 02:00:00,26.47096,52.44999,0.0,256.9,258.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 02:10:00,26.47096,52.44999,0.0,257.4,256.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 02:20:00,26.47096,52.44999,0.2,257.9,258.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 02:30:00,26.47083,52.44929,0.2,258.0,257.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 02:40:00,26.47069,52.44854,0.2,258.8,258.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 02:50:00,26.47056,52.44788,0.1,257.3,256.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 03:00:00,26.47049,52.44751,0.3,258.6,259.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 03:10:00,26.47033,52.44662,0.2,258.2,260.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 03:20:00,26.47023,52.44611,0.3,259.0,258.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 03:30:00,26.47004,52.44509,0.4,258.4,260.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 03:40:00,26.46978,52.44374,0.2,258.4,256.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 03:50:00,26.46969,52.44322,0.3,261.0,257.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 04:00:00,26.46953,52.44239,0.1,257.7,257.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 04:10:00,26.46946,52.44203,0.5,257.5,257.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 04:20:00,26.46918,52.44055,0.0,257.4,253.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 04:30:00,26.46918,52.44055,0.3,260.9,257.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 04:40:00,26.46904,52.43977,0.0,259.0,256.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 04:50:00,26.46904,52.43977,0.4,257.8,256.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 05:00:00,26.46879,52.43848,0.1,258.9,257.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 05:10:00,26.46876,52.43831,0.0,257.9,254.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 05:20:00,26.46876,52.43831,0.2,256.3,257.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 05:30:00,26.46865,52.43771,0.3,258.4,260.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 05:40:00,26.46848,52.43683,0.1,259.3,261.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 05:50:00,26.46843,52.43657,0.2,259.1,260.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 06:00:00,26.46831,52.43593,0.0,256.8,259.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 06:10:00,26.46831,52.43593,0.2,259.2,255.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 06:20:00,26.46818,52.43521,0.0,258.6,258.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 06:30:00,26.46818,52.43521,0.0,258.5,253.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 06:40:00,26.46818,52.43521,0.0,259.5,264.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 06:50:00,26.46818,52.43521,0.0,257.8,258.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 07:00:00,26.46818,52.43521,0.5,257.6,257.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 07:10:00,26.46787,52.43356,0.5,257.8,260.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 07:20:00,26.46759,52.43208,0.0,258.0,253.0,MV ORION,cargo,184.2,9.1,1
254653321,2026-08-26 07:30:00,26.46759,52.43208,0.0,259.0,258.0,MV ORION,cargo,184.2,9.1,1
